timestamp,db,operation,records,run_type,runs,mean_time,median_time,min_time,max_time
2026-02-28T19:38:59.064884+00:00,sqlite,delete,1000,cold,5,0.001904,0.001940,0.002054,0.001940
2026-02-28T19:42:24.892119+00:00,sqlite,insert,1000,cold,5,0.002769,0.002709,0.002741,0.002483
2026-02-28T19:42:24.898041+00:00,sqlite,update,1000,cold,5,0.000397,0.000030,0.001835,0.000027
2026-02-28T19:42:24.908595+00:00,sqlite,full_scan,1000,cold,5,0.001664,0.001658,0.001695,0.001653
2026-02-28T19:45:10.981922+00:00,sqlite,insert,1000,cold,5,0.002813,0.002874,0.002874,0.002936
2026-02-28T19:45:10.987518+00:00,sqlite,update,1000,cold,5,0.000403,0.000031,0.001868,0.000028
2026-02-28T19:45:10.998230+00:00,sqlite,full_scan,1000,cold,5,0.001695,0.001692,0.001692,0.001668
2026-02-28T19:45:11.000576+00:00,sqlite,primary_key_lookup,1000,cold,5,0.000033,0.000023,0.000072,0.000022
2026-02-28T19:45:11.013405+00:00,sqlite,delete,1000,cold,5,0.002106,0.002097,0.002106,0.002027
2026-02-28T19:47:04.567427+00:00,sqlite,insert,1000,cold,5,0.002872,0.002863,0.003004,0.002718
2026-02-28T19:47:04.573311+00:00,sqlite,update,1000,cold,5,0.000439,0.000030,0.002056,0.000027
2026-02-28T19:47:04.583857+00:00,sqlite,full_scan,1000,cold,5,0.001665,0.001662,0.001702,0.001643
2026-02-28T19:47:04.586180+00:00,sqlite,primary_key_lookup,1000,cold,5,0.000033,0.000024,0.000071,0.000022
2026-02-28T19:47:04.599618+00:00,sqlite,delete,1000,cold,5,0.002240,0.002181,0.002617,0.002021
2026-02-28T19:56:58.375176+00:00,sqlite,insert,1000,cold,5,0.002837,0.002863,0.002895,0.002784
2026-02-28T19:56:58.387391+00:00,sqlite,full_scan,1000,cold,5,0.001972,0.001694,0.003110,0.001684
2026-02-28T19:56:58.388047+00:00,sqlite,primary_key_lookup,1000,cold,5,0.000037,0.000027,0.000082,0.000022
2026-02-28T19:56:58.392332+00:00,sqlite,update,1000,cold,5,0.000413,0.000031,0.001927,0.000028
2026-02-28T19:56:58.405149+00:00,sqlite,delete,1000,cold,5,0.002112,0.002151,0.002151,0.002241
2026-02-28T19:58:30.257783+00:00,sqlite,insert,1000,cold,5,0.002684,0.002699,0.002856,0.002699
2026-02-28T19:58:30.270425+00:00,sqlite,full_scan,1000,cold,5,0.002008,0.001691,0.003247,0.001681
2026-02-28T19:58:30.271245+00:00,sqlite,primary_key_lookup,1000,cold,5,0.000038,0.000026,0.000084,0.000034
2026-02-28T19:58:30.275706+00:00,sqlite,update,1000,cold,5,0.000413,0.000033,0.001917,0.000033
2026-02-28T19:58:30.287748+00:00,sqlite,delete,1000,cold,5,0.001930,0.001982,0.001991,0.001657
2026-02-28T20:01:38.284310+00:00,sqlite,insert,1000,cold,5,0.003271,0.002900,0.004243,0.002900
2026-02-28T20:01:38.296741+00:00,sqlite,full_scan,1000,cold,5,0.002033,0.001755,0.003186,0.001716
2026-02-28T20:01:38.297404+00:00,sqlite,primary_key_lookup,1000,cold,5,0.000034,0.000023,0.000077,0.000022
2026-02-28T20:01:38.301969+00:00,sqlite,update,1000,cold,5,0.000440,0.000031,0.002053,0.000027
2026-02-28T20:01:38.314204+00:00,sqlite,delete,1000,cold,5,0.001983,0.001998,0.002088,0.001833
2026-02-28T20:05:59.689302+00:00,sqlite,insert,1000,cold,5,0.002717,0.002726,0.002726,0.002794
2026-02-28T20:05:59.701487+00:00,sqlite,full_scan,1000,cold,5,0.001968,0.001686,0.003082,0.001683
2026-02-28T20:05:59.702263+00:00,sqlite,primary_key_lookup,1000,cold,5,0.000036,0.000024,0.000082,0.000023
2026-02-28T20:05:59.706902+00:00,sqlite,update,1000,cold,5,0.000453,0.000031,0.002122,0.000027
2026-02-28T20:05:59.719719+00:00,sqlite,delete,1000,cold,5,0.002094,0.002143,0.001936,0.002172
