timestamp,db,operation,records,run_type,runs,mean_time,median_time,min_time,max_time
2026-03-06T20:36:19.554339+00:00,redis,insert,100,warm,5,0.409038,0.001729,0.001171,2.038513
2026-03-06T20:36:19.602426+00:00,redis,full_scan,100,warm,5,0.008082,0.006766,0.005943,0.014495
2026-03-06T20:36:19.610908+00:00,redis,primary_key_lookup,100,warm,5,0.001359,0.001210,0.001189,0.001882
2026-03-06T20:36:19.620296+00:00,redis,update,100,warm,5,0.001439,0.001459,0.001288,0.001589
2026-03-06T20:36:19.629678+00:00,redis,delete,100,warm,5,0.001291,0.001275,0.001204,0.001418
