timestamp,db,operation,records,run_type,runs,mean_time,median_time,min_time,max_time
2026-03-19T13:15:23.131485+00:00,mongodb,insert,250000,cold,5,2.473297,2.449777,2.410193,2.612022
2026-03-19T13:15:40.314019+00:00,mongodb,full_scan,250000,cold,5,3.301745,3.279335,3.266720,3.369363
2026-03-19T13:15:55.232603+00:00,mongodb,lookup,250000,cold,5,2.476145,2.466394,2.402655,2.582610
2026-03-19T13:16:09.178879+00:00,mongodb,update,250000,cold,5,2.330611,2.304895,2.260356,2.460442
2026-03-19T13:16:23.714503+00:00,mongodb,delete,250000,cold,5,2.399950,2.397349,2.274970,2.487046
