timestamp,db,operation,records,run_type,runs,mean_time,median_time,min_time,max_time
2026-03-13T10:44:32.446694+00:00,redis,insert,1000,cold,5,0.008485,0.008198,0.007832,0.010019
2026-03-13T10:44:32.770114+00:00,redis,full_scan,1000,cold,5,0.055701,0.052844,0.050168,0.071275
2026-03-13T10:44:32.820735+00:00,redis,primary_key_lookup,1000,cold,5,0.008306,0.008305,0.007886,0.008629
2026-03-13T10:44:32.876678+00:00,redis,update,1000,cold,5,0.008258,0.008179,0.008151,0.008504
2026-03-13T10:44:32.933365+00:00,redis,delete,1000,cold,5,0.008354,0.008334,0.008222,0.008581
